nan,4.581504175624646624e-01,4.504807276644622882e-01,-2.042799676038195011e-01,-8.783823837832348547e-01,-1.347473513597512218e+00,-1.324140611316407368e+00,-1.916593439605221771e+00,-2.038252725478275185e+00,-1.410501849160897603e+00,-1.849967431610619606e+00,-1.266997100641643170e+00,-1.608259100423640398e+00,-1.371731355848353040e+00,-2.029254510831352221e+00,-1.418044564004153685e+00,-1.245369972823167526e+00,-1.699370437088596697e+00,-1.921431566142767000e+00,-1.855338993512615497e-01,-2.211144200618157640e+00,-5.480073226804593745e-01,-1.238265189690184620e+00,-1.221424861859315758e+00,-1.694691540910996164e+00,nan
nan,8.443730666457426315e-01,8.592915071009481487e-01,8.450878474560756803e-01,5.854144035858548367e-01,9.025628397480036647e-01,7.842138180335513908e-01,6.803596788880497126e-01,5.028383212278110248e-01,4.360794786144699953e-01,5.825134608705526684e-01,1.208420681458791224e+00,1.099802567636660733e+00,1.375131737819010436e+00,7.048328674418040674e-01,5.825559225964969112e-01,4.857771109038643287e-01,1.250868731187310345e+00,4.745545325145501536e-01,9.751543225124837955e-01,5.726776494225001013e-01,4.737739843854472666e-01,5.698650563630011101e-01,1.080248756057243575e+00,9.383843880824551675e-01,nan
nan,-3.364460646620743844e-01,-1.360929094060211730e-01,1.931641777073420108e-02,1.547231518171385822e-01,9.897294411049631369e-02,-3.282312770890315479e-01,1.162763520470626311e-01,1.911593200075746846e-01,2.380181663523524838e-01,2.046949249363956835e-01,-1.120844957203007142e-01,-1.071368495820600175e-01,-1.062795884517003520e-01,-6.583045696393204083e-02,1.489958085694558128e-02,1.763024352007170337e-01,1.593978899856333120e-01,8.813904335189556849e-02,7.105638850126221040e-02,4.097932210425059840e-01,2.172305827767865571e-01,2.022499478680753193e-01,1.074751938143445606e-01,1.763402849763496816e-01,nan
nan,-7.901464244104423607e-01,-8.231012380452629174e-01,-5.431005175246519379e-01,-3.169757258057538940e-01,-5.648922202995410036e-01,-3.674520660055934779e-02,1.229279176304579890e-01,-4.813994487227618579e-02,9.603394223982522626e-02,-6.315148946085247239e-01,2.527313745146143528e-02,5.764782418637209860e-02,2.890510348037463317e-01,4.233970797366464200e-01,-5.270712520430219372e-02,1.774009654092486565e-01,-1.234647568716873700e-01,5.119129645772361181e-01,-1.008245769090674870e-01,4.290266805028511432e-02,2.457295453032396493e-01,1.659099240113009466e-01,6.842774658773386198e-01,3.546400235485221986e-01,nan
nan,-2.321725697516071052e-01,-3.976917363509859804e-01,-1.188034789893586546e-01,1.809807271575309406e-01,2.837483864504429798e-01,3.628823552582121081e-01,3.887273224417921447e-01,3.840544660321639769e-01,3.003860675066690744e-01,1.418091946692712213e-01,5.285642988234241502e-01,5.287993032672644311e-01,4.264436797522695444e-01,5.046700026755170931e-01,1.833163768588751408e-01,3.811369839585638797e-01,2.241571207847852243e-01,2.372180216261327301e-01,2.890027141250430809e-01,2.213162517555384290e-01,2.913655463813585866e-04,-9.387904700290013171e-02,4.458705662280703086e-01,2.211214362180923820e-01,nan
nan,-4.659397737353797586e-01,-1.183877071621120131e-01,-1.911814921906579423e-01,1.056556478955753275e-01,-8.364004100718323842e-02,-1.935944657951003955e-01,2.306762668267293703e-01,7.112357281561967337e-01,6.717459826049734239e-01,7.356106416593928277e-01,2.766925402771382991e-01,3.606872047614066434e-01,4.818850155353813225e-01,3.571996984652012208e-01,5.596405675118905076e-01,6.811479706414975688e-01,8.254980534361795463e-01,6.924271980897077627e-01,6.779476310268022221e-01,1.088819873854060205e+00,6.910873717674468342e-01,8.973746946431969684e-01,6.049590362655956621e-01,6.629579790502652115e-01,nan
nan,2.021463948610752459e-01,1.948186464261110751e-01,3.838731571576159407e-01,1.325660007436178511e-01,7.834198097931760474e-02,5.863141712950278861e-02,2.671583209917627322e-01,3.687995991961033615e-02,2.847708218647312939e-01,2.436814304466219105e-01,1.075963752687754682e-01,1.457452005203756229e-01,2.479273855592492026e-01,3.264676190417396540e-01,2.915554080404628712e-01,2.081377608131795842e-01,-8.516926716837930345e-04,4.403838973651685307e-01,-8.646446614979899636e-02,4.821931823700298381e-02,8.338214185230821696e-02,-2.034712611224134826e-02,8.257329258218083778e-02,4.306373796234515272e-02,nan
nan,2.029526254652180839e-01,5.903365151793677629e-02,2.945269737644568564e-01,2.478711142515278854e-01,1.202487585366303346e-01,-1.704392122954116393e-03,1.912439883597562562e-01,3.668697931873353690e-01,2.898990188813793667e-01,3.762629812664366469e-01,2.169540340221604580e-01,3.475443639645519056e-01,1.697790785631087540e-01,3.205288248254813954e-01,3.812832662047979104e-01,4.941042026005511012e-01,5.499071395749983715e-01,2.549421523103132525e-01,3.910415415271393247e-01,4.956135206659211256e-01,3.560165593575387311e-01,3.139154643462624961e-01,5.636741186373654677e-02,1.013448891663600165e-01,nan
nan,-3.575333111111341777e-01,-6.845848055824027556e-01,-5.658272958695176325e-01,-7.418390933929867037e-01,-7.893918519194829120e-01,-8.737267725649593419e-01,-7.234672279771974246e-01,-7.750550556404898206e-01,-8.262420031356828565e-01,-5.700136361446372923e-01,-5.654054140831801245e-01,-5.190179735060239663e-01,-5.891448924826629963e-01,-4.313059482351032647e-01,-3.262737520873399966e-01,-3.025432073409455302e-01,-6.276404415881486898e-01,-4.642202514113917822e-01,-7.527215356478043073e-01,-4.908039784480781043e-01,-4.918516874491747348e-01,-5.752805596355717865e-01,-6.745368605383260663e-01,-6.896617559447140167e-01,nan
nan,-7.499375509767924886e-01,-6.239562727800909148e-01,-5.333934736507398577e-01,-6.204220830998639080e-01,-8.561243837325207551e-01,-1.282597561959891941e+00,-9.340867440178323156e-01,-9.476169753418544062e-01,-1.047071949501984900e+00,-1.115605067559781283e+00,-1.504724393867452825e+00,-1.617422748158635182e+00,-1.634895235776093525e+00,-1.644032321510539241e+00,-1.509631974929136700e+00,-1.553746198689628821e+00,-1.480574033707525050e+00,-1.584372679653374139e+00,-1.432466376077873305e+00,-1.139659387386880773e+00,-1.436460727834578899e+00,-1.371470545777391248e+00,-1.560950455170262430e+00,-1.596045594693246139e+00,nan
