nan,nan,4.663810318126559995e-02,-1.177652837394083551e+00,-1.573524369558283897e+00,-1.729930802915378152e+00,-1.994973889015919655e+00,-1.173567248035167099e+00,-8.824820645327311475e-01,-1.576463356930644100e+00,-1.621604484625948528e+00,-2.158443739093415914e+00,-2.403865035769890746e+00,-2.462884302907104139e+00,-9.065164936066074652e-01,-2.022162075172852624e+00,-2.035046947099200754e+00,-2.050600958836344301e+00,-2.255179210957559022e+00,-2.399775444805394287e+00,-2.000184688606384320e+00,-2.104860865932694391e+00,-2.139739932639231235e+00,nan,-2.478397750717416415e+00,-1.900056742413098299e+00,-9.316995493625963576e-01,-1.979967604482699928e+00,-2.056143790479881162e+00,-2.089280400189464260e+00,-2.360753043041971644e+00,-2.339543960050338711e+00,-8.629640132338041170e-01
nan,nan,9.383462820223897882e-01,1.277485941201630615e+00,1.247926362483742668e+00,1.142606995184563434e+00,1.275595202763720959e+00,1.017331130888684099e+00,1.129128296336479265e+00,1.134854719144874124e+00,1.053109828633295830e+00,1.082328144083390731e+00,1.296309484414755131e+00,1.219697340837128330e+00,1.115352673916093273e+00,9.373658322612832272e-01,1.018268194813457761e+00,1.218701235652517756e+00,1.276171196436831634e+00,1.153079634873645176e+00,1.096192256352960026e+00,1.163005455006478339e+00,1.211159564579645576e+00,nan,1.099580956723879677e+00,1.470922657499228681e+00,1.117298176296072532e+00,9.595985227199865797e-01,9.787606426476154198e-01,1.155385850550422422e+00,1.199801440236073269e+00,1.133059237221804683e+00,1.252704382753452084e+00
nan,nan,2.113748472148556934e-01,4.938089838480414634e-02,-9.775015783750293230e-02,1.679828371460084790e-01,2.434632251719058560e-01,2.195987897436630365e-01,8.232878762683083773e-02,-7.174057293752034159e-02,-1.816232629835914589e-02,1.560758296530074252e-01,4.050343462009060175e-02,9.997277387081457412e-02,5.790350100305624581e-02,-8.872873279393882207e-02,-1.354050484686264155e-01,-4.179836711786533848e-02,-8.037138959321711573e-03,-9.801618865864412944e-02,-1.705949258075173391e-01,-1.568523851606969111e-01,-1.722471460615829231e-01,nan,-6.567715983902602805e-02,-4.189104532692526917e-01,7.033632898378965048e-02,-1.263226287014268256e-01,-1.624623986261252706e-01,-1.283502360558715916e-01,-7.680188479802882440e-02,-1.106366620691475039e-01,-1.610361858027036797e-01
nan,nan,-5.668268917830789899e-01,-8.178460196727542764e-01,-8.425253130676300106e-01,-3.512728027093339755e-01,-7.940591191428389983e-01,-7.884099343808134153e-01,-1.079562557726548633e+00,-8.933705357303569627e-01,-1.029672300856309564e+00,-7.699485143140947230e-01,-5.168482654433292911e-01,-7.096995505685284034e-01,-2.503160892521052450e-01,-7.251841415789173073e-01,-4.739659763780628143e-01,-6.838584461207222187e-01,-9.032995739258657952e-01,-4.683037537375041026e-01,-4.961424674225710096e-01,-7.565800120097803116e-01,-7.277671985852980363e-01,nan,-1.826699127547882773e-01,-4.440036056869055558e-01,-3.040336736018774411e-01,-6.539292561928532477e-01,-4.789524158103100060e-01,-9.253364947148557951e-01,-1.019423946614577803e+00,-3.852970971981189985e-01,-1.108410344693666200e-01
nan,nan,-4.613839704883133663e-01,-6.677330941725161395e-01,-6.089030888788172780e-01,-5.806523674836417959e-01,-6.816948814900589682e-01,-7.464045992690508946e-01,-1.040935133736439200e+00,-8.548845347197915334e-01,-8.022272771835052829e-01,-4.614332019458263767e-01,-2.405088851863417254e-01,-2.242592176011257155e-01,2.755586494158543398e-01,-1.356888204592691105e-01,-1.266716319213561925e-01,-6.625021527370644758e-02,-1.295416733816542008e-02,-3.874197816943503181e-02,-1.227819858595725899e-01,-1.905480361759721575e-01,-1.146979419793132532e-01,nan,2.187811344947291625e-01,1.853109260223542443e-01,1.241945510032190503e-01,-3.448981908177425892e-02,-7.507881232046999254e-02,-9.172062530627804466e-02,-2.222931426973752955e-01,7.887370920245717620e-02,3.504812724292891146e-01
nan,nan,4.947924004408438270e-02,4.071344779499803945e-02,-5.564805004015476592e-02,1.774883920717235386e-01,4.555773326076361096e-01,4.201651441529425379e-01,3.288291479978615595e-01,1.095157822202532105e-01,2.576039095179104010e-01,5.487464072020566963e-01,4.446199443934156781e-01,5.398320734356047979e-01,5.398477729549207016e-01,3.020660337222033087e-01,2.602050894351937149e-01,4.939412762873480744e-01,5.673368618865215485e-01,4.443616898730957665e-01,3.617054494144415488e-01,3.740657182225377020e-01,2.992350104193237659e-01,nan,5.089182062122874495e-01,7.311840949465858719e-02,5.481815337941999822e-01,3.167346703559006382e-01,1.914957211587091090e-01,4.269858509158845905e-01,4.772597189435525689e-01,3.901894885811847957e-01,4.682954149119692433e-01
nan,nan,-5.242732425080138814e-01,-5.696941685346829098e-01,-7.092462798591501194e-01,-6.293437423097733019e-01,-3.764980534863265893e-01,-4.296761034225790588e-01,-6.792399328356204524e-01,-6.897912501593055357e-01,-4.846553979644298016e-01,-7.425899294595603717e-01,-7.035708176908861411e-01,-5.864319385859106948e-01,-7.148656922109386525e-01,-6.361800271988751199e-01,-6.509352212730543652e-01,-6.642953365082717720e-01,-8.411627318139303089e-01,-6.792491811060328288e-01,-6.680025594146152823e-01,-6.597225952337456567e-01,-6.847525309159543383e-01,nan,-7.485699396097925673e-01,-8.169947557535088833e-01,-6.974937175485715901e-01,-6.589668787408211603e-01,-5.842672765057013162e-01,-6.982263487909614597e-01,-6.984808560086507301e-01,-5.838409563147843873e-01,-2.218466078875115377e-01
nan,nan,-5.188698650297224324e-01,-7.736263830663441254e-01,-1.059206841878301830e+00,-8.186893128517598317e-01,-8.809856829165350067e-01,-7.394706101111367946e-01,-1.068094192742290005e+00,-1.182809310583991191e+00,-1.051269802204100046e+00,-1.026710918921754478e+00,-1.048450005816656816e+00,-1.156828178461909662e+00,-1.283883733319609366e+00,-1.094313809328792964e+00,-1.148832579987827396e+00,-1.246761991525928703e+00,-1.206941902331236882e+00,-1.314750448398827043e+00,-1.420883197769598816e+00,-1.489766323150096827e+00,-1.526992432083826179e+00,nan,-1.252864909272036087e+00,-1.545862540760470472e+00,-1.285017978241526748e+00,-1.114522064604439144e+00,-1.150082060297852982e+00,-1.356805435730030096e+00,-1.248694160827850119e+00,-1.275486112048120013e+00,-1.236789286320178594e+00
nan,nan,-8.031227722486757870e-01,-8.633578381067192886e-01,-6.399220681080550754e-01,-5.703046178126753851e-01,-6.888909020958474683e-01,-5.626117448180800729e-01,-6.122429236232866945e-01,-5.698562687446294683e-01,-7.255508933705525632e-01,-7.064730731172210731e-01,-8.400846882201984389e-01,-9.283163527457829467e-01,-8.991830694151747849e-01,-6.453387994319917942e-01,-6.775365754032692811e-01,-5.725696971134328628e-01,-7.533689913142841421e-01,-4.942822373539576541e-01,-6.159709483534758778e-01,-5.973455164812739859e-01,-6.645508337468017945e-01,nan,-1.039763401465893633e+00,-9.737642290629608954e-01,-9.294458115158504841e-01,-6.625039635507725677e-01,-5.778971717858751855e-01,-6.877183841023197797e-01,-7.566356064803048120e-01,-8.263145742214412781e-01,-9.894449386402386359e-01
nan,nan,2.768218037651442032e-01,2.306359239873068123e-01,-3.733446591474575554e-02,1.544326292168860526e-01,2.791338170278679920e-01,1.070157623203326636e-01,-4.856341959749677084e-02,-1.963251364423305168e-01,-7.861514937364433298e-02,5.300661881105961371e-02,-1.368721161477682857e-01,-9.545991113321231070e-02,-2.670806624743974900e-01,-4.455297189934255275e-01,-4.640665050935434133e-01,-3.527005055784564469e-01,-3.745919578276782347e-01,-4.840356514219178452e-01,-5.866027246621823288e-01,-6.155220926427578121e-01,-6.828818081025256337e-01,nan,-4.560757931899951378e-01,-7.109122436451171811e-01,-2.347208905763928377e-01,-4.319371259615290559e-01,-5.033867297133256535e-01,-4.541412829686003461e-01,-3.830154872594307980e-01,-5.177127042748315144e-01,-4.134426810487569215e-01
