nan,-9.050175259920710813e-01,-1.429152819017734499e+00,-1.624780784640033726e+00,-1.899112819860063084e+00,-1.533908926506320825e+00,-1.474070350582375122e+00,-1.486207805511931213e+00,-5.782315494798215827e-01,-1.883330821324243232e+00,-8.021614758132940004e-01,-1.556362149046841115e+00,-3.421299458226297885e-01,-4.715112793463738239e-01,-1.444185180211974284e+00,-2.234660967539911169e+00,-2.215954753701770308e+00,-2.438566915281665803e+00,-2.599462070416270976e+00,-1.748445739779836750e+00,-1.973730841845790618e+00,-7.604261178599525106e-01,-1.426104396685792253e+00,-1.325557472863148067e+00,-1.913648720193640296e+00,-1.619258636963587517e+00,-1.402301001365675148e+00,-1.745674120704910903e+00,-1.184961310253919820e+00,-1.657452432931358022e+00,-7.097883092411930717e-01,-2.232013349461711371e+00
nan,6.432548917016427392e-01,9.319692252119857745e-01,9.558724395616247094e-01,9.407275745337784212e-01,8.038112168090478793e-01,8.310553421760336068e-01,9.818509889064240825e-01,9.700615700095958083e-01,8.039172515215148307e-01,1.389206068831569052e+00,9.606511310511360868e-01,9.766763926575863231e-01,9.714424568604028698e-01,1.028469304799498385e+00,8.346698845780637921e-01,1.037799686761098128e+00,1.063460665257384141e+00,9.199120886773081152e-01,7.949387780183513330e-01,1.114132910389044273e+00,7.952075943449494755e-01,1.179707170910093250e+00,8.518604448504953908e-01,8.990460003643181430e-01,5.426949911020040318e-01,9.985159249130067805e-01,8.265946860980271094e-01,7.505529268315764835e-01,1.269921847983824570e+00,1.106674574145927625e+00,1.344921068983141677e+00
nan,3.141264357177226962e-01,-2.163859706179424580e-01,2.737742695390195657e-01,4.575011202039144242e-01,7.546034193561859116e-01,-2.260283443548248838e-01,4.008930511619452908e-01,-3.455935759686061259e-01,-4.092985854398456524e-01,3.362742233479622533e-01,-2.480203647348218077e-01,-2.243527396050059575e-01,3.499259333138895478e-01,-1.258853236663524666e-01,-4.227732036600637677e-01,-2.613333404763262813e-01,-3.210607453122443777e-01,-3.229544907693641664e-01,-3.930918329364795349e-01,-1.903733227654651472e-01,-6.114848073995966526e-01,-3.880211142701916333e-02,-1.545404885580434727e-02,5.772706705730738103e-02,-8.854602478707812585e-02,3.764308555312260995e-02,7.488981528795132792e-02,-3.231161655970626878e-02,-1.611895037732065661e-01,-1.602430603567279177e-01,-4.403205833386545920e-01
nan,-1.101726237640200112e-01,-3.515440250547483547e-01,-6.163810909083905498e-01,-6.463188877234686824e-01,-4.916634153259366036e-01,-5.333934736507398577e-01,-5.595433999752001675e-02,-2.412946207886586536e-01,-5.451598446529218323e-02,-2.824384855320320575e+00,-5.812947719375943789e-01,-3.101074641211989391e-01,-3.401320790213308021e-01,-2.407989032907386084e-01,-5.239405881576610913e-01,-2.877281161336531223e-01,3.463492853211829203e-01,-9.126408405625485720e-01,-5.149501385870098868e-01,6.689091020819484812e-02,1.109428701569430825e-01,1.037715324944503970e-01,-2.670138122338190367e-01,-7.530001162233472822e-01,-8.923209844409354385e-01,-2.463071593769070033e-01,-9.423160354625122193e-02,3.224357448699205486e-01,-2.749578922265902836e-01,-4.490190117802057568e-01,-6.288278451821003312e-01
nan,-1.482157375804746269e-01,-5.557072715434469012e-01,-4.632187436364166855e-01,-3.808413520101724403e-01,-3.998676864279576693e-02,-1.365661352878522194e-02,3.067248074925448265e-01,-2.118828460290102592e-02,-9.862462777772046385e-02,-1.133737750944765699e+00,-2.267075793583492593e-01,-2.325877028636122168e-01,-4.124516772630072714e-02,-1.617462317416781259e-01,-2.909881646014420009e-01,-2.841065205118242787e-02,1.097215065354950059e-01,-1.654430655021029428e-01,-3.654355380702167255e-01,-9.500882248637464167e-02,-3.162607874971538613e-01,-1.190765393088170504e-01,-2.192944037701076154e-01,-5.738263600918720453e-01,-4.703860530360781667e-01,-1.287847266806425028e-01,2.920598603507757463e-01,2.399344864513551778e-01,1.360205553136305534e-01,-1.967608820828298799e-01,-5.707373321589159776e-01
nan,-8.290207851662811933e-01,-7.248885097683006595e-01,-4.289004699945567212e-01,-6.453387994319917942e-01,-6.507218364111391207e-01,-4.532550674812633185e-01,-8.220286115229259727e-02,-4.662081744358668178e-01,-5.166415447225639612e-01,4.054247140018012452e-01,-5.810514635880107553e-02,-4.543219748754481757e-02,-2.401284132909135560e-01,-2.130269258412130495e-02,1.363281413686680543e-01,1.414233042033045951e-01,3.911089249158192227e-02,3.499179397021470739e-01,2.071029533179414572e-01,2.258854009524153827e-01,5.514152714192850635e-02,1.163150304122765460e-01,4.629237739635043702e-01,6.389180040925772630e-01,4.021531901371649953e-01,7.080769467593783784e-01,6.963548912356912757e-01,5.229059925428801714e-01,3.293146019506330568e-01,2.868229878902213148e-01,6.506611290124050817e-02
nan,-5.681417598671536506e-01,-3.562378477548459599e-01,-2.744786034557953891e-01,-4.828019795260458102e-01,-8.065945267638916505e-01,-2.489650780013169251e-01,1.172715064020680709e-01,-8.217780065140693757e-02,5.269435272306912665e-01,-1.081847245213280129e+00,-1.808870687121813814e-01,-4.999278688544527283e-01,-5.490612623703583495e-01,-4.132367007382163893e-01,-3.169757258057538940e-01,-4.244342788123887100e-01,-2.864361510417749446e-01,-4.461051878688156447e-01,-2.357763516129920689e-01,-3.952496105863000375e-01,-1.118915640444805015e-01,-4.269591603972650029e-01,-2.335802116788351090e-01,-3.221648258833114675e-01,nan,-5.936367129611956894e-01,-2.247269489180749313e-01,-1.552207006795083277e-01,-5.447810231659928615e-01,-2.951247775547513053e-01,-5.892118268430902583e-01
nan,-1.032105696463569533e+00,-1.414191614343696113e+00,-9.813046716318625240e-01,-7.457856737340714526e-01,-4.982708401137945220e-01,-1.219317867185805593e+00,-1.056502557323770075e+00,-1.445821410954790665e+00,-1.347440817747476816e+00,-1.241306715716106623e+00,-1.368410665937555670e+00,-1.288194780169046094e+00,-9.900736209884600791e-01,-1.289982507280959867e+00,-1.396428397529125620e+00,-1.351454780472148176e+00,-1.325557472863148067e+00,-1.599462070416271420e+00,-1.286321350084730142e+00,-1.265448781288047719e+00,-1.445821410954790665e+00,-1.239575174795962464e+00,-1.174680209302749079e+00,-1.290651350648715390e+00,-1.107053169487254296e+00,-1.307577221512109755e+00,-1.071081143264606350e+00,-9.987661089546193693e-01,-1.467966947651213161e+00,-1.291904403052392958e+00,-1.779810902942239981e+00
nan,-1.195228412560539688e+00,-7.677787819037836803e-01,-8.075197688004833729e-01,-1.038557042731687252e+00,-1.126181699897001565e+00,-9.650362042017170960e-01,-8.891913600996563805e-01,-7.742190336959021701e-01,-8.859988798148239475e-01,-8.572598278839179686e-01,-6.650348957379325077e-01,-7.656614261103744656e-01,-1.048110642522118718e+00,-7.867591938131617280e-01,-7.256435967298509038e-01,-7.468188657144876341e-01,-9.108179590765983491e-01,-7.321725697516072717e-01,-6.003236975473165149e-01,-8.446438095108653732e-01,-6.554810569721052360e-01,-6.163726145289344371e-01,-5.640844826364790343e-01,-2.037181409971535739e-01,-4.098280288477977318e-01,-7.070226331898520344e-01,-6.895660577683577763e-01,-1.062773834952822849e+00,-9.967755804273483733e-01,-7.567941772115047705e-01,-6.729233965256586902e-01
nan,-2.884981661603210901e-01,-3.617052165750412329e-01,1.156436971665716074e-01,9.000261997396322156e-02,2.569697009907657703e-01,-3.225353058059744760e-02,3.584682384482529849e-01,-1.063531474907000313e-01,-2.230661538539666089e-01,5.567959131339775825e-01,-4.036962683180756600e-02,1.129043612756117088e-02,5.655084823584681508e-02,-1.394178055775970315e-01,-2.121502103039058229e-01,-1.202004919034859731e-01,-3.031776794325553581e-01,-2.184599935897983958e-01,-3.410238375186239734e-01,-1.895097706534727144e-01,-6.328595804881320674e-01,-2.538006096595658567e-01,-1.592618738284376501e-01,-8.604984953913961954e-02,-3.138359525716329923e-01,-1.180766727102024738e-01,-1.195361264462663914e-01,-2.114535926539727606e-01,-2.697178273897706258e-01,-3.196099862638437372e-01,-5.335430833135842432e-01
